host_animal_common,sample_id,gene,gene_type,gene_identifier,gene_name_family,resistance_class
chicken,NY14853PPY20443,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,NY14853PPY20443,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20001,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,PA16802PPY20001,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA16802PPY20001,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA16802PPY20001,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA16802PPY20001,Col(MG828),plasmid,Col(MG828),,colistin
chicken,PA16802PPY20001,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20006,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
chicken,PA16802PPY20006,blaEC,chromosome,blaEC,ampC,beta-lactam
chicken,PA16802PPY20006,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA16802PPY20006,ColRNAI,plasmid,ColRNAI,,colistin
chicken,PA16802PPY20006,Col(MG828),plasmid,Col(MG828),,colistin
chicken,PA16802PPY20006,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
chicken,PA16802PPY20006,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20023,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,PA16802PPY20023,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA16802PPY20023,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA16802PPY20023,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA16802PPY20023,Col(MG828),plasmid,Col(MG828),,colistin
chicken,PA16802PPY20023,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20040,dfrA5,chromosome,dfrA5,dfr,folate pathway antagonist
chicken,PA16802PPY20040,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA16802PPY20040,blaEC-8,chromosome,blaEC-8,ampC,beta-lactam
chicken,PA16802PPY20040,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA16802PPY20040,IncFII,plasmid,IncFII,,MULTI-DRUG
chicken,PA16802PPY20040,IncN,plasmid,IncN,,MULTI-DRUG
chicken,PA16802PPY20040,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
chicken,PA16802PPY20040,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20044,blaEC,chromosome,blaEC,ampC,beta-lactam
chicken,PA16802PPY20044,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
chicken,PA16802PPY20044,Col(MG828),plasmid,Col(MG828),,colistin
chicken,PA16802PPY20044,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA16802PPY20044,ColRNAI,plasmid,ColRNAI,,colistin
chicken,PA16802PPY20044,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
chicken,PA16802PPY20044,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20061,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA16802PPY20061,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
chicken,PA16802PPY20061,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
chicken,PA16802PPY20061,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
chicken,PA16802PPY20061,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
chicken,PA16802PPY20061,ColpVC,plasmid,ColpVC,,colistin
chicken,PA16802PPY20061,IncFII(pCoo)_pCoo,plasmid,IncFII(pCoo)_pCoo,,MULTI-DRUG
chicken,PA16802PPY20061,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
chicken,PA16802PPY20061,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA16802PPY20061,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA16802PPY20061,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
chicken,PA17110PPY20017,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
chicken,PA17110PPY20017,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,PA17110PPY20017,IncFIA,plasmid,IncFIA,,MULTI-DRUG
chicken,PA17110PPY20017,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA17110PPY20017,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA17110PPY20017,IncX1,plasmid,IncX1,,MULTI-DRUG
chicken,PA17110PPY20017,IncX3,plasmid,IncX3,,MULTI-DRUG
chicken,PA17110PPY20017,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA17110PPY20017,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
chicken,PA17110PPY20018,tet(A),chromosome,tet(A),MFS,tetracycline
chicken,PA17110PPY20018,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
chicken,PA17110PPY20018,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA17110PPY20018,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
chicken,PA17110PPY20018,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA17110PPY20018,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA17110PPY20024,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,PA17110PPY20024,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA17110PPY20024,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA17110PPY20024,IncFIB(pKPHS1)_pKPHS1,plasmid,IncFIB(pKPHS1)_pKPHS1,,MULTI-DRUG
chicken,PA17110PPY20024,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA17110PPY20037,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
chicken,PA17110PPY20037,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA17110PPY20037,IncFIB(pHCM2)_pHCM2,plasmid,IncFIB(pHCM2)_pHCM2,,MULTI-DRUG
chicken,PA17110PPY20037,ColRNAI,plasmid,ColRNAI,,colistin
chicken,PA17110PPY20037,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA17110PPY20058,tet(A),chromosome,tet(A),MFS,tetracycline
chicken,PA17110PPY20058,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
chicken,PA17110PPY20058,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA17110PPY20058,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
chicken,PA17110PPY20058,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA17110PPY20058,IncFIA,plasmid,IncFIA,,MULTI-DRUG
chicken,PA17110PPY20058,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA17110PPY20058,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
chicken,PA17110PPY20058,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA19348PPY20001,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
chicken,PA19348PPY20001,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA19348PPY20001,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA19348PPY20001,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA19348PPY20001,IncFIA,plasmid,IncFIA,,MULTI-DRUG
chicken,PA19348PPY20001,ColRNAI,plasmid,ColRNAI,,colistin
chicken,PA19348PPY20001,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA19348PPY20005,blaEC-8,chromosome,blaEC-8,ampC,beta-lactam
chicken,PA19348PPY20005,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA19348PPY20005,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA19348PPY20005,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA19348PPY20005,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
chicken,PA19348PPY20005,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA19348PPY20008,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,PA19348PPY20008,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA19348PPY20008,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,PA19348PPY20008,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,PA19348PPY20008,Col(MG828),plasmid,Col(MG828),,colistin
chicken,PA19348PPY20008,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,PA19348PPY20011,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
chicken,PA19348PPY20011,tet(34),chromosome,tet34,tet,tetracycline
chicken,PA19348PPY20011,IncX4,plasmid,IncX4,,MULTI-DRUG
chicken,PA19348PPY20011,Col440I,plasmid,Col440I,,colistin
chicken,PA19348PPY20011,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,TX77840PPY20012,blaEC,chromosome,blaEC,ampC,beta-lactam
chicken,TX77840PPY20012,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
chicken,TX77840PPY20012,ColRNAI,plasmid,ColRNAI,,colistin
chicken,TX77840PPY20012,Col156,plasmid,Col156,,colistin
chicken,TX77840PPY20012,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,TX77840PPY20012,Col(BS512),plasmid,Col(BS512),,colistin
chicken,TX77840PPY20012,Col(MG828),plasmid,Col(MG828),,colistin
chicken,TX77840PPY20012,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,TX77840PPY20012,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
chicken,TX77840PPY20012,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,TX77840PPY20013,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,TX77840PPY20013,tet(34),chromosome,tet34,tet,tetracycline
chicken,TX77840PPY20013,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,TX77840PPY20013,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,TX77840PPY20013,ColRNAI,plasmid,ColRNAI,,colistin
chicken,TX77840PPY20013,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WI53706PPY20001,tet(B),chromosome,tet(B),MFS,tetracycline
chicken,WI53706PPY20001,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
chicken,WI53706PPY20001,tet(34),chromosome,tet34,tet,tetracycline
chicken,WI53706PPY20001,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
chicken,WI53706PPY20001,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,WI53706PPY20001,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,WI53706PPY20001,IncFIA,plasmid,IncFIA,,MULTI-DRUG
chicken,WI53706PPY20001,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
chicken,WI53706PPY20001,IncHI1B(CIT)_pNDM-CIT,plasmid,IncHI1B(CIT)_pNDM-CIT,,MULTI-DRUG
chicken,WI53706PPY20001,p0111,plasmid,p0111,,MULTI-DRUG
chicken,WI53706PPY20001,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WI53706PPY20001,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
chicken,WI53706PPY20141,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
chicken,WI53706PPY20141,ColRNAI,plasmid,ColRNAI,,colistin
chicken,WI53706PPY20141,IncX4,plasmid,IncX4,,MULTI-DRUG
chicken,WI53706PPY20141,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,WI53706PPY20141,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WI53706PPY20281,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
chicken,WI53706PPY20281,tet(34),chromosome,tet34,tet,tetracycline
chicken,WI53706PPY20281,mef(B),chromosome,mef(B),MFS,macrolide
chicken,WI53706PPY20281,sul3,chromosome,sul3,sul,sulfonamide
chicken,WI53706PPY20281,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
chicken,WI53706PPY20281,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
chicken,WI53706PPY20281,floR,chromosome,floR,MFS,phenicol
chicken,WI53706PPY20281,tet(A),chromosome,tet(A),MFS,tetracycline
chicken,WI53706PPY20281,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
chicken,WI53706PPY20281,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
chicken,WI53706PPY20281,sul2,chromosome,sul2,sul,sulfonamide
chicken,WI53706PPY20281,blaTEM-150,chromosome,blaTEM-150,TEM,beta-lactam
chicken,WI53706PPY20281,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
chicken,WI53706PPY20281,IncN,plasmid,IncN,,MULTI-DRUG
chicken,WI53706PPY20281,IncR,plasmid,IncR,,MULTI-DRUG
chicken,WI53706PPY20281,blaTEM-105,chromosome,blaTEM-105,TEM,beta-lactam
chicken,WI53706PPY20281,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
chicken,WI53706PPY20281,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WI53706PPY20281,blaTEM-1A,chromosome,blaTEM-1A,TEM,beta-lactam
cattle,AL36849PPY10190,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,AL36849PPY10190,tet(C),chromosome,tet(C),MFS,tetracycline
cattle,AL36849PPY10190,tet(34),chromosome,tet34,tet,tetracycline
cattle,AL36849PPY10190,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,AL36849PPY10190,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
cattle,AL36849PPY10190,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,AL36849PPY10190,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,AL36849PPY20067,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,AL36849PPY20067,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,AL36849PPY20067,tet(34),chromosome,tet34,tet,tetracycline
cattle,AL36849PPY20067,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,AL36849PPY20067,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
cattle,AL36849PPY20067,IncFIA,plasmid,IncFIA,,MULTI-DRUG
cattle,AL36849PPY20067,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,AL36849PPY20067,ColRNAI,plasmid,ColRNAI,,colistin
cattle,AL36849PPY20067,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,AL36849PPY20112,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,AL36849PPY20112,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,AL36849PPY20112,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,AL36849PPY20112,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,AL36849PPY20112,Col(MGD2),plasmid,Col(MGD2),,colistin
cattle,AL36849PPY20112,ColRNAI,plasmid,ColRNAI,,colistin
cattle,AL36849PPY20112,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,AL36849PPY20112,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,AL36849PPY20112,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,AL36849PPY20112,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,AL36849PPY20161,tet(34),chromosome,tet34,tet,tetracycline
cattle,AL36849PPY20161,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,AL36849PPY20161,ColRNAI,plasmid,ColRNAI,,colistin
cattle,AL36849PPY20161,p0111,plasmid,p0111,,MULTI-DRUG
cattle,AL36849PPY20161,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,AL36849PPY20161,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
cattle,AL36849PPY20161,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CA95616PPY20004,catA2,chromosome,catA2,CAT,phenicol
cattle,CA95616PPY20004,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,CA95616PPY20004,lnu(F),chromosome,lnu(F),LNU,lincosamide
cattle,CA95616PPY20004,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
cattle,CA95616PPY20004,dfrA14,chromosome,dfrA14,dfr,folate pathway antagonist
cattle,CA95616PPY20004,aadA12,chromosome,aadA12,ANT(3''),aminoglycoside
cattle,CA95616PPY20004,blaCTX-M-55,chromosome,CTX-M-55,CTX-M,beta-lactam
cattle,CA95616PPY20004,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,CA95616PPY20004,sul2,chromosome,sul2,sul,sulfonamide
cattle,CA95616PPY20004,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,CA95616PPY20004,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,CA95616PPY20004,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CA95616PPY20004,floR,chromosome,floR,MFS,phenicol
cattle,CA95616PPY20004,mef(B),chromosome,mef(B),MFS,macrolide
cattle,CA95616PPY20004,sul3,chromosome,sul3,sul,sulfonamide
cattle,CA95616PPY20004,IncFIB(pKPHS1)_pKPHS1,plasmid,IncFIB(pKPHS1)_pKPHS1,,MULTI-DRUG
cattle,CA95616PPY20004,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CA95616PPY20004,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CA95616PPY20004,ColRNAI,plasmid,ColRNAI,,colistin
cattle,CA95616PPY20004,aadA22,chromosome,aadA22,ANT(3''),aminoglycoside
cattle,CA95616PPY20004,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CA95616PPY20004,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CA95616PPY20114,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
cattle,CA95616PPY20114,tet(M),chromosome,tet(M),MFS,tetracycline
cattle,CA95616PPY20114,dfrA5,chromosome,dfrA5,dfr,folate pathway antagonist
cattle,CA95616PPY20114,IncX1,plasmid,IncX1,,MULTI-DRUG
cattle,CA95616PPY20114,IncFII,plasmid,IncFII,,MULTI-DRUG
cattle,CA95616PPY20114,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CA95616PPY20114,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CA95616PPY20114,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CA95616PPY20145,tet(M),chromosome,tet(M),MFS,tetracycline
cattle,CA95616PPY20145,sul1,chromosome,sul1,sul,sulfonamide
cattle,CA95616PPY20145,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,CA95616PPY20145,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
cattle,CA95616PPY20145,dfrA17,chromosome,dfrA17,dfr,folate pathway antagonist
cattle,CA95616PPY20145,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
cattle,CA95616PPY20145,aadA6,chromosome,aadA6,ANT(3''),aminoglycoside
cattle,CA95616PPY20145,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
cattle,CA95616PPY20145,sul2,chromosome,sul2,sul,sulfonamide
cattle,CA95616PPY20145,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,CA95616PPY20145,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,CA95616PPY20145,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CA95616PPY20145,floR,chromosome,floR,MFS,phenicol
cattle,CA95616PPY20145,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
cattle,CA95616PPY20145,aadA25,chromosome,aadA25,ANT(3''),aminoglycoside
cattle,CA95616PPY20145,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
cattle,CA95616PPY20145,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CA95616PPY20145,IncFIB(pB171)_pB171,plasmid,IncFIB(pB171)_pB171,,MULTI-DRUG
cattle,CA95616PPY20145,IncHI2,plasmid,IncHI2,,MULTI-DRUG
cattle,CA95616PPY20145,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
cattle,CA95616PPY20145,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
cattle,CA95616PPY20145,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
cattle,CA95616PPY20145,IncX1,plasmid,IncX1,,MULTI-DRUG
cattle,CA95616PPY20145,sul15,chromosome,sul15,sul,sulfonamide
cattle,CA95616PPY20145,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CA95616PPY20145,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
cattle,CA95616PPY20145,sul10,chromosome,sul10,sul,sulfonamide
cattle,CA95616PPY20145,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CA95616PPY20175,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CA95616PPY20175,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,CA95616PPY20175,oqxB12,chromosome,oqxB12,RND,phenicol
cattle,CA95616PPY20175,oqxB12,chromosome,oqxB12,RND,quinolone
cattle,CA95616PPY20175,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CA95616PPY20175,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CA95616PPY20175,ColRNAI,plasmid,ColRNAI,,colistin
cattle,CA95616PPY20175,oqxB,chromosome,oqxB,RND,phenicol
cattle,CA95616PPY20175,oqxB,chromosome,oqxB,RND,quinolone
cattle,CA95616PPY20175,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CO80526PPY20021,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,CO80526PPY20021,tet(34),chromosome,tet34,tet,tetracycline
cattle,CO80526PPY20021,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CO80526PPY20021,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
cattle,CO80526PPY20021,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
cattle,CO80526PPY20021,sul1,chromosome,sul1,sul,sulfonamide
cattle,CO80526PPY20021,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CO80526PPY20021,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CO80526PPY20178,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CO80526PPY20178,sul2,chromosome,sul2,sul,sulfonamide
cattle,CO80526PPY20178,tet(34),chromosome,tet34,tet,tetracycline
cattle,CO80526PPY20178,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,CO80526PPY20178,mph(A),chromosome,mph(A),MPH,macrolide
cattle,CO80526PPY20178,blaCTX-M-1,chromosome,CTX-M-1,CTX-M,beta-lactam
cattle,CO80526PPY20178,floR,chromosome,floR,MFS,phenicol
cattle,CO80526PPY20178,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,CO80526PPY20178,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,CO80526PPY20178,blaTEM-150,chromosome,blaTEM-150,TEM,beta-lactam
cattle,CO80526PPY20178,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CO80526PPY20178,IncFIA,plasmid,IncFIA,,MULTI-DRUG
cattle,CO80526PPY20178,IncR,plasmid,IncR,,MULTI-DRUG
cattle,CO80526PPY20178,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CO80526PPY20178,ColRNAI,plasmid,ColRNAI,,colistin
cattle,CO80526PPY20178,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
cattle,CO80526PPY20178,IncN,plasmid,IncN,,MULTI-DRUG
cattle,CO80526PPY20178,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CO80526PPY20178,blaTEM-1A,chromosome,blaTEM-1A,TEM,beta-lactam
cattle,CO80526PPY20275,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,CO80526PPY20275,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,CO80526PPY20275,tet(34),chromosome,tet34,tet,tetracycline
cattle,CO80526PPY20275,blaCTX-M-55,chromosome,CTX-M-55,CTX-M,beta-lactam
cattle,CO80526PPY20275,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CO80526PPY20275,floR,chromosome,floR,MFS,phenicol
cattle,CO80526PPY20275,mef(B),chromosome,mef(B),MFS,macrolide
cattle,CO80526PPY20275,sul3,chromosome,sul3,sul,sulfonamide
cattle,CO80526PPY20275,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,CO80526PPY20275,aadA12,chromosome,aadA12,ANT(3''),aminoglycoside
cattle,CO80526PPY20275,lnu(F),chromosome,lnu(F),LNU,lincosamide
cattle,CO80526PPY20275,IncY,plasmid,IncY,,MULTI-DRUG
cattle,CO80526PPY20275,ColRNAI,plasmid,ColRNAI,,colistin
cattle,CO80526PPY20275,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CO80526PPY20275,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CO80526PPY20275,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CO80526PPY20275,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CO80526PPY20275,blaTEM-104,chromosome,blaTEM-104,TEM,beta-lactam
cattle,CO80526PPY20275,aadA22,chromosome,aadA22,ANT(3''),aminoglycoside
cattle,FL34741PPY20066,tet(34),chromosome,tet34,tet,tetracycline
cattle,FL34741PPY20066,blaEC,chromosome,blaEC,ampC,beta-lactam
cattle,FL34741PPY20066,IncY,plasmid,IncY,,MULTI-DRUG
cattle,FL34741PPY20066,ColRNAI,plasmid,ColRNAI,,colistin
cattle,FL34741PPY20066,Col440II,plasmid,Col440II,,colistin
cattle,FL34741PPY20066,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,IN47907PPY20292,tet(C),chromosome,tet(C),MFS,tetracycline
cattle,IN47907PPY20292,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
